,name,affiliation,homepage,scholarid,citedby,Research Interests,Google Scholar Link,url_picture
876,Amanda Clare,Aberystwyth University,https://www.aber.ac.uk/en/cs/staff-profiles/listing/profile/afc,dsmbrisAAAAJ,3022,"['computer science', 'data science', 'bioinformatics', 'NLP']",https://scholar.google.com/citations?user=dsmbrisAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=dsmbrisAAAAJ&citpid=1
877,Amanda F. Mejia,Indiana University,https://mandymejia.com,HS9XWtAAAAAJ,438,"['statistics', 'fMRI', 'neuroimaging', 'Bayesian statistics']",https://scholar.google.com/citations?user=HS9XWtAAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=HS9XWtAAAAAJ&citpid=2
878,Amanda Jane Coles,King's College London,https://www.kcl.ac.uk/people/amanda-coles,EArg5moAAAAJ,1895,"['Artificial Intelligence', 'Planning', 'Search', 'Heuristics']",https://scholar.google.com/citations?user=EArg5moAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=EArg5moAAAAJ&citpid=2
879,Amanda Lazar,University of Maryland - College Park,https://ischool.umd.edu/faculty-staff/amanda-lazar,WrnEVwQAAAAJ,1709,"['Human Computer Interaction', 'Health Informatics', 'Aging', 'Dementia']",https://scholar.google.com/citations?user=WrnEVwQAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=WrnEVwQAAAAJ&citpid=2
880,Amanda Lee Hughes,Utah State University,http://digitalcommons.usu.edu/cgi/viewcontent.cgi?article=1433&context=researchweek,Sjbz8ngAAAAJ,,,,
881,Amanda Prorok,University of Cambridge,https://www.proroklab.org,o7xMDgEAAAAJ,864,"['Robotics', 'Computer Science']",https://scholar.google.com/citations?user=o7xMDgEAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=o7xMDgEAAAAJ&citpid=4
882,Amanda S. Barnard,Australian National University,https://cs.anu.edu.au/people/amanda-s-barnard,lGtwfOQAAAAJ,10431,"['computational nanoscience', 'materials data science', 'data-driven materials design', 'materials informatics', 'nanoinformatics']",https://scholar.google.com/citations?user=lGtwfOQAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=lGtwfOQAAAAJ&citpid=7
883,Amarda Shehu,George Mason University,https://cs.gmu.edu/~ashehu,HkB_Gz0AAAAJ,2326,"['Computational Biology', 'Artificial Intelligence', 'Robotics', 'Biophysics', 'Bioinformatics']",https://scholar.google.com/citations?user=HkB_Gz0AAAAJ&hl=en,
884,Amarjeet Singh 0001,IIIT Delhi,https://www.iiitd.ac.in/amarjeet,cZhWKd0AAAAJ,40126,"['AZOLLA', 'PHYTOREMEDIATION', 'PTERIDOLOGY AND ECOLOGY']",https://scholar.google.com/citations?user=cZhWKd0AAAAJ&hl=en,
885,Amaury Habrard,Université Jean Monnet,http://perso.univ-st-etienne.fr/habrarda,oPemAuMAAAAJ,3455,['machine learning'],https://scholar.google.com/citations?user=oPemAuMAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=oPemAuMAAAAJ&citpid=2
886,Ambedkar Dukkipati,IISc Bangalore,http://www.csa.iisc.ac.in/~ad,NOSCHOLARPAGE,,,,
887,Amber Settle,DePaul University,http://www.cdm.depaul.edu/about/Pages/People/facultyinfo.aspx?fid=768,eB03rP4AAAAJ,1524,"['programming pedagogy', 'recruitment and retention of underrepresented groups', 'computational thinking']",https://scholar.google.com/citations?user=eB03rP4AAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=eB03rP4AAAAJ&citpid=2
888,Ambuj K. Singh,Univ. of California - Santa Barbara,https://www.cs.ucsb.edu/~ambuj,NOSCHOLARPAGE,,,,
889,Ameet S. Talwalkar,Carnegie Mellon University,https://www.cs.cmu.edu/~atalwalk,TW7U1W0AAAAJ,12261,['Machine Learning'],https://scholar.google.com/citations?user=TW7U1W0AAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=TW7U1W0AAAAJ&citpid=7
890,Ameet Talwalkar,Carnegie Mellon University,https://www.cs.cmu.edu/~atalwalk,TW7U1W0AAAAJ,12261,['Machine Learning'],https://scholar.google.com/citations?user=TW7U1W0AAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=TW7U1W0AAAAJ&citpid=7
891,Amel Bennaceur,Open University UK,http://stem.open.ac.uk/people/ab33792,rViNPo0AAAAJ,629,"['controller synthesis', 'emergent middleware', 'adaptive security', 'software engineering', 'distributed systems']",https://scholar.google.com/citations?user=rViNPo0AAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=rViNPo0AAAAJ&citpid=7
892,Amelia C. Regan,Univ. of California - Irvine,http://www.faculty.uci.edu/profile.cfm?faculty_id=3266,1xfwEBAAAAAJ,4464,"['Network Optimization', 'Transportation', 'Industrial Engineering', 'Logistics', 'Applied Machine Learning']",https://scholar.google.com/citations?user=1xfwEBAAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=1xfwEBAAAAAJ&citpid=2
893,Amelia G. Nobile,University of Salerno,http://www.unisa.it/docenti/ameliagiuseppinanobile/index,ONLO21oAAAAJ,2153,[],https://scholar.google.com/citations?user=ONLO21oAAAAJ&hl=en,
894,Amelia Regan,Univ. of California - Irvine,http://www.faculty.uci.edu/profile.cfm?faculty_id=3266,1xfwEBAAAAAJ,4464,"['Network Optimization', 'Transportation', 'Industrial Engineering', 'Logistics', 'Applied Machine Learning']",https://scholar.google.com/citations?user=1xfwEBAAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=1xfwEBAAAAAJ&citpid=2
895,Amelie Chi Zhou,Shenzhen University,http://nhpcc.szu.edu.cn/zhouchi,pR-IEhcAAAAJ,410,"['big data analytics', 'cloud computing', 'scientific workflow']",https://scholar.google.com/citations?user=pR-IEhcAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=pR-IEhcAAAAJ&citpid=2
896,Amer Al-Badarneh,JUST,http://www.just.edu.jo/eportfolio/Pages/Default.aspx?email=amerb,fOFSAMkAAAAJ,372,"['Data Management & Analytics', 'Information Retrieval', 'Natural Language Processing']",https://scholar.google.com/citations?user=fOFSAMkAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=fOFSAMkAAAAJ&citpid=4
897,Amer Dawoud,University of Southern Mississippi,https://www.usm.edu/computing/faculty/amer-dawoud,2O9BsM0AAAAJ,320,"['Image processing', 'Computer vision', 'Hardware acceleration', 'Renewable energy']",https://scholar.google.com/citations?user=2O9BsM0AAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=SK-lXakAAAAJ&citpid=1
898,Amer E. Mouawad,American University of Beirut,http://www.aub.edu.lb/pages/profile.aspx?memberId=aa368,MK6WseUAAAAJ,521,"['parameterized complexity', 'kernelization', 'graph theory', 'combinatorial reconfiguration', 'high-performance computing']",https://scholar.google.com/citations?user=MK6WseUAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=MK6WseUAAAAJ&citpid=1
899,Amey Bhangale,Univ. of California - Riverside,https://sites.google.com/view/amey-bhangale/home,ygJHy5UAAAAJ,101,"['Hardness of approximation', 'approximation algorithms', 'probabilistically checkable proofs']",https://scholar.google.com/citations?user=ygJHy5UAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=ygJHy5UAAAAJ&citpid=1
900,Amey Karkare,IIT Kanpur,http://www.cse.iitk.ac.in/users/karkare,WPLq_rQAAAAJ,410,"['Compilers', 'Programming Languages', 'Program Synthesis']",https://scholar.google.com/citations?user=WPLq_rQAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=WPLq_rQAAAAJ&citpid=3
901,Ami Wiesel,Hebrew University of Jerusalem,http://www.cs.huji.ac.il/~amiw,X7bG7YYAAAAJ,5242,"['Statistical signal processing', 'convex optimization', 'graphical models']",https://scholar.google.com/citations?user=X7bG7YYAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=X7bG7YYAAAAJ&citpid=6
902,Amiangshu Bosu,Wayne State University,http://amiangshu.com,kIrGUa8AAAAJ,906,"['Software Engineering', 'Empirical Software Engineering', 'Software Security']",https://scholar.google.com/citations?user=kIrGUa8AAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=kIrGUa8AAAAJ&citpid=4
903,Amihai Motro,George Mason University,http://cs.gmu.edu/~ami,YPhI-YsAAAAJ,4395,"['Databases', 'data integration', 'cooperative databases', 'virtual enterprises', 'service oriented architectures']",https://scholar.google.com/citations?user=YPhI-YsAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=YPhI-YsAAAAJ&citpid=2
904,Amihood Amir,Bar-Ilan University,http://u.cs.biu.ac.il/~amir,otHomQ8AAAAJ,5770,['Theoretical Computer Science'],https://scholar.google.com/citations?user=otHomQ8AAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=otHomQ8AAAAJ&citpid=2
905,Amin Alipour,University of Houston,http://alipourm.github.io,hwlkAZYAAAAJ,754,"['Software Engineering', 'Software Testing']",https://scholar.google.com/citations?user=hwlkAZYAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=hwlkAZYAAAAJ&citpid=5
906,Amin Beheshti,Macquarie University,https://researchers.mq.edu.au/en/persons/amin-beheshti,Uw1OLAgAAAAJ,1395,"['Data Science', 'Big Data Analytics', 'Software/Data Engineering', 'Service/Social Computing']",https://scholar.google.com/citations?user=Uw1OLAgAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Uw1OLAgAAAAJ&citpid=15
907,Amin Coja-Oghlan,Goethe University Frankfurt,https://www.uni-frankfurt.de/52107833,1SdgKVAAAAAJ,2665,"['Combinatorics', 'probability theory', 'algorithms and complexity']",https://scholar.google.com/citations?user=1SdgKVAAAAAJ&hl=en,
908,Amin Karbasi,Yale University,http://seas.yale.edu/faculty-research/faculty-directory/amin-karbasi,VusVB38AAAAJ,2968,"['Optimization', 'Submodularity', 'High Dimensional Statistics', 'Interactive Decision Making', 'Computational Neuroscience']",https://scholar.google.com/citations?user=VusVB38AAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=VusVB38AAAAJ&citpid=3
909,Amin M. Abbosh,University of Queensland,http://researchers.uq.edu.au/researcher/1576,B3nuBzwAAAAJ,9432,"['Electromagnetic Imaging for Medical Applications', 'Microwave Devices and Antennas']",https://scholar.google.com/citations?user=B3nuBzwAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=B3nuBzwAAAAJ&citpid=9
910,Amin Sakzad,Monash University,https://research.monash.edu/en/persons/amin-sakzad,b8k6e8IAAAAJ,1031,"['Euclidean Lattices', 'Lattice-Based Cryptography', 'Lattice Coding Theory']",https://scholar.google.com/citations?user=b8k6e8IAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=b8k6e8IAAAAJ&citpid=4
911,Amin Shokrollahi,EPFL,https://people.epfl.ch/amin.shokrollahi,ho_asq8AAAAJ,26508,"['Coding Theory', 'Computational Mathematics']",https://scholar.google.com/citations?user=ho_asq8AAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=ho_asq8AAAAJ&citpid=2
912,Amin Y. Noaman,King Abdulaziz University,http://anoaman.kau.edu.sa/CVEn.aspx?Site_ID=0002639&Lng=EN,btssDVcAAAAJ,3,"['Technology', 'Wireless']",https://scholar.google.com/citations?user=btssDVcAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=btssDVcAAAAJ&citpid=2
913,Aminul Islam,University of Louisiana - Lafayette,http://www.ucs.louisiana.edu/~axi1977,GZWObWoAAAAJ,1476,"['Natural Language Processing', 'Text Analytics', 'Data Analytics']",https://scholar.google.com/citations?user=GZWObWoAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=GZWObWoAAAAJ&citpid=5
914,Amir Ali Ahmadi,Princeton University,http://aaa.princeton.edu,CmoKVuUAAAAJ,1652,"['Optimization', 'Dynamical Systems', 'Computational and Applied Mathematics']",https://scholar.google.com/citations?user=CmoKVuUAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=CmoKVuUAAAAJ&citpid=2
915,Amir Globerson,Tel Aviv University,http://www.cs.tau.ac.il/~gamir,5JserkUAAAAJ,6267,"['Machine Learning', 'Graphical Models', 'Optimization', 'Natural Language Processing']",https://scholar.google.com/citations?user=5JserkUAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=5JserkUAAAAJ&citpid=3
916,Amir H. Chinaei,University of Toronto,http://www.cs.toronto.edu/~ahchinaei,NOSCHOLARPAGE,,,,
917,Amir H. Payberah,KTH Royal Institute of Technology,https://www.kth.se/profile/payberah,bw8NeMMAAAAJ,698,"['Scalabe ML/DL', 'Distributed Systems', 'Data Intensive Computing']",https://scholar.google.com/citations?user=bw8NeMMAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=bw8NeMMAAAAJ&citpid=7
918,Amir Herzberg,University of Connecticut,https://sites.google.com/site/amirherzberg,p-POZjgAAAAJ,10500,"['network security', 'cryptography', 'Internet security', 'dns poisoning', 'software security']",https://scholar.google.com/citations?user=p-POZjgAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=p-POZjgAAAAJ&citpid=1
919,Amir Houman Sadr,University of Massachusetts Amherst,https://www.cics.umass.edu/~amir,cTTFHNwAAAAJ,2906,"['Privacy-enhancing technologies', 'network security', 'network traffic analysis', 'privacy']",https://scholar.google.com/citations?user=cTTFHNwAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=cTTFHNwAAAAJ&citpid=2
920,Amir Houmansadr,University of Massachusetts Amherst,https://www.cics.umass.edu/~amir,cTTFHNwAAAAJ,2906,"['Privacy-enhancing technologies', 'network security', 'network traffic analysis', 'privacy']",https://scholar.google.com/citations?user=cTTFHNwAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=cTTFHNwAAAAJ&citpid=2
921,Amir Javed,Cardiff University,https://www.cardiff.ac.uk/people/view/473246-javed-amir,NOSCHOLARPAGE,,,,
922,Amir Kafshdar Goharshady,HKUST,https://goharshady.com/,4o8gvAYAAAAJ,334,"['Verification', 'Static Analysis', 'Probabilistic Programs', 'Parameterized Algorithms', 'Smart Contracts']",https://scholar.google.com/citations?user=4o8gvAYAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=4o8gvAYAAAAJ&citpid=14
923,Amir Mahdi Hosseini Monazzah,IUST,http://ce.iust.ac.ir/page.php?slct_pg_id=18700&sid=14&slc_lang=en,C4yrITAAAAAJ,331,"['Emerging Non-Volatile On-Chip Memories', 'IoT', 'Fault Tolerant System Design', 'Embedded System Design']",https://scholar.google.com/citations?user=C4yrITAAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=C4yrITAAAAAJ&citpid=5
924,Amir Nayyeri,Oregon State University,https://web.engr.oregonstate.edu/~nayyeria,i4dDFK8AAAAJ,596,[],https://scholar.google.com/citations?user=i4dDFK8AAAAJ&hl=en,
925,Amir Rahmati,Stony Brook University,https://amir.rahmati.com,_Y_YRLAAAAAJ,2478,"['Computer Security', 'Privacy', 'Internet of Things', 'Cyber-Physical Systems', 'Adversarial ML']",https://scholar.google.com/citations?user=_Y_YRLAAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=_Y_YRLAAAAAJ&citpid=6
926,Amir Roshan Zamir,EPFL,https://cs.stanford.edu/~amirz,RKjEFukAAAAJ,8417,"['Computer Vision', 'Machine Learning', 'Robotics', 'AI']",https://scholar.google.com/citations?user=RKjEFukAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=RKjEFukAAAAJ&citpid=3
927,Amir Sadovnik,University of Tennessee,http://uvu.eecs.utk.edu,NOSCHOLARPAGE,,,,
928,Amir Salman Avestimehr,University of Southern California,https://www.avestimehr.com,Qhe5ua0AAAAJ,7437,"['Information Theory', 'Machine Learning', 'Distributed Computing', 'Secure/Private Learning/Computing']",https://scholar.google.com/citations?user=Qhe5ua0AAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Qhe5ua0AAAAJ&citpid=4
929,Amir Shpilka,Tel Aviv University,http://www.cs.tau.ac.il/~shpilka,NOSCHOLARPAGE,,,,
930,Amir Vaxman,Utrecht University,https://www.staff.science.uu.nl/~vaxma001,1btDzYAAAAJ,,,,
931,Amir-Hossein Jahangir,Sharif University of Technology,http://sina.sharif.ac.ir/~jahangir,1R13EcIAAAAJ,,,,
932,Amirmohammad Rooshenas,UNC - Charlotte,https://rooshenas.github.io,ncHbkrQAAAAJ,349,"['Probabilistic Graphical Models', 'Machine Learning']",https://scholar.google.com/citations?user=ncHbkrQAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=ncHbkrQAAAAJ&citpid=4
933,Amirreza Masoumzadeh,University at Albany - SUNY,https://www.albany.edu/ceas/amirreza-masoumzadeh.php,Ld-xtdcAAAAJ,479,"['security', 'privacy', 'authorization', 'access control']",https://scholar.google.com/citations?user=Ld-xtdcAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Ld-xtdcAAAAJ&citpid=3
934,Amit A. Levy,Princeton University,https://www.amitlevy.com,r6-jCnUAAAAJ,1229,"['Computer Science', 'Operating Systems', 'Security', 'Programming Languages', 'Embedded Systems']",https://scholar.google.com/citations?user=r6-jCnUAAAAJ&hl=en,
935,Amit Awekar,IIT Guwahati,https://www.iitg.ernet.in/awekar,xl5njIIAAAAJ,315,"['Data mining', 'Natural Language Processing']",https://scholar.google.com/citations?user=xl5njIIAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=xl5njIIAAAAJ&citpid=8
936,Amit Bermano,Tel Aviv University,http://en-exact-sciences.tau.ac.il/profile/amberman,EPO5_f4AAAAJ,419,"['Computer Graphics', 'Computer Vision', 'Machine Learning', 'Computational Fabrication', 'Medical Imaging']",https://scholar.google.com/citations?user=EPO5_f4AAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=EPO5_f4AAAAJ&citpid=2
937,Amit Chakrabarti,Dartmouth College,http://www.cs.dartmouth.edu/~ac,LjP106QAAAAJ,2524,"['Complexity Theory', 'Algorithms', 'Graph Theory', 'Discrete Mathematics']",https://scholar.google.com/citations?user=LjP106QAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=LjP106QAAAAJ&citpid=3
938,Amit Chattopadhyay,IIIT Bangalore,http://amitchattopadhyay.weebly.com,sooauB0AAAAJ,2142,"['Epidemiology', 'Public health', 'Health management', 'Oral medicine - Oral pathology', 'Dentistry']",https://scholar.google.com/citations?user=sooauB0AAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=sooauB0AAAAJ&citpid=1
939,Amit Daniely,Hebrew University of Jerusalem,http://amitdaniely.com,jUtYwE0AAAAJ,1209,['Learning Theory'],https://scholar.google.com/citations?user=jUtYwE0AAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=jUtYwE0AAAAJ&citpid=1
940,Amit Dua,BITS Pilani,http://www.bits-pilani.ac.in/pilani/amitdua/profile,NOSCHOLARPAGE,,,,
941,Amit Dvir,Ariel University,http://www.ariel.ac.il/sites/amitd,S6wdYwIAAAAJ,838,"['Network communication', 'Wireless communication', 'Network security']",https://scholar.google.com/citations?user=S6wdYwIAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=S6wdYwIAAAAJ&citpid=1
942,Amit H. Bermano,Tel Aviv University,http://en-exact-sciences.tau.ac.il/profile/amberman,EPO5_f4AAAAJ,419,"['Computer Graphics', 'Computer Vision', 'Machine Learning', 'Computational Fabrication', 'Medical Imaging']",https://scholar.google.com/citations?user=EPO5_f4AAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=EPO5_f4AAAAJ&citpid=2
943,Amit Jain,Boise State University,http://cs.boisestate.edu/~amit,Pk-vgwEAAAAJ,,,,
944,Amit K. Chopra,Lancaster University,https://www.lancaster.ac.uk/scc/about-us/people/amit-chopra,xXhZVgwAAAAJ,2253,"['Decentralized Systems', 'Multiagent Systems', 'Software Engineering']",https://scholar.google.com/citations?user=xXhZVgwAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=xXhZVgwAAAAJ&citpid=3
945,Amit K. Roy-Chowdhury,Univ. of California - Riverside,http://www.ee.ucr.edu/~amitrc,hfgwx0oAAAAJ,10421,"['Image Processing', 'Computer Vision', 'Statistical Learning', 'Pattern Recognition', 'Camera Networks']",https://scholar.google.com/citations?user=hfgwx0oAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=hfgwx0oAAAAJ&citpid=5
946,Amit Kumar 0001,IIT Delhi,http://www.cse.iitd.ernet.in/~amitk,btq_vjcAAAAJ,27,"['System neuroscience', 'Slice Electrophysiology', 'Optogenetics', 'Behavioral neuroscience']",https://scholar.google.com/citations?user=btq_vjcAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=btq_vjcAAAAJ&citpid=4
947,Amit Kumar Singh 0002,University of Essex,https://www.essex.ac.uk/people/singh42308/amit-singh,u7D-NSUAAAAJ,1720,"['Embedded Systems', 'MPSoC', 'NoC', 'Design Space Exploration', 'Embedded AI']",https://scholar.google.com/citations?user=u7D-NSUAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=u7D-NSUAAAAJ&citpid=4
948,Amit Levy,Princeton University,https://www.amitlevy.com,r6-jCnUAAAAJ,1229,"['Computer Science', 'Operating Systems', 'Security', 'Programming Languages', 'Embedded Systems']",https://scholar.google.com/citations?user=r6-jCnUAAAAJ&hl=en,
949,Amit P. Sheth,University of South Carolina,https://www.linkedin.com/in/amitsheth,2T3H4ekAAAAJ,49485,"['Artificial Intelligence', 'Big and Smart Data', 'Knowledge Graphs', 'Knowledge-infused Learning', 'Semantic Cognitive Perceptual Comput']",https://scholar.google.com/citations?user=2T3H4ekAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=2T3H4ekAAAAJ&citpid=4
950,Amit Ranjan Trivedi,University of Illinois at Chicago,https://aeon.lab.uic.edu/Faculty.html,wlzmWLsAAAAJ,480,"['VLSI', 'Device-circuit co-design', 'Neuromorphic computing']",https://scholar.google.com/citations?user=wlzmWLsAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=wlzmWLsAAAAJ&citpid=6
951,Amit Sahai,Univ. of California - Los Angeles,http://www.cs.ucla.edu/~sahai,gqB23VMAAAAJ,46419,"['Cryptography', 'Theoretical Computer Science', 'Computational Complexity', 'Information Theory', 'Secure Computation']",https://scholar.google.com/citations?user=gqB23VMAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=gqB23VMAAAAJ&citpid=3
952,Amit Sengupta,DAIICT,http://www.daiict.ac.in/daiict/people/faculty.html,NOSCHOLARPAGE,,,,
953,Amit Zoran,Hebrew University of Jerusalem,http://amitz.co,NOSCHOLARPAGE,,,,
954,Amitabh Trehan,Loughborough University,https://www.lboro.ac.uk/departments/compsci/staff/academic-teaching/amitabh-trehan,DN_F0ekAAAAJ,525,"['Distributed Algorithms and systems', 'Algorithmic Game Theory', 'dynamic systems', 'graph theory etc...']",https://scholar.google.com/citations?user=DN_F0ekAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=DN_F0ekAAAAJ&citpid=2
955,Amitabh Varshney,University of Maryland - College Park,https://www.cs.umd.edu/~varshney,b053OdAAAAAJ,9128,"['Visualization', 'Computer Graphics', 'Biological Visualization', 'Virtual Reality']",https://scholar.google.com/citations?user=b053OdAAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=b053OdAAAAAJ&citpid=2
956,Amitabha Bagchi,IIT Delhi,http://www.cse.iitd.ernet.in/~bagchi,U4g_OxEAAAAJ,890,[],https://scholar.google.com/citations?user=U4g_OxEAAAAJ&hl=en,
957,Amitabha Mukerjee,IIT Kanpur,http://www.cse.iitk.ac.in/users/amit,6lD1AscAAAAJ,1533,"['machine learning', 'computer vision', 'Artificial intelligence', 'cognitive science', 'robotics']",https://scholar.google.com/citations?user=6lD1AscAAAAJ&hl=en,
958,Amitabha Sanyal,IIT Bombay,https://www.cse.iitb.ac.in/~as,NOSCHOLARPAGE,,,,
959,Amitava Datta,University of Western Australia,http://uwa.edu.au/people/amitava.datta,s5F1rbEAAAAJ,2946,"['parallel and distributed computing', 'wireless networks', 'bioinformatics', 'data mining', 'social network analysis']",https://scholar.google.com/citations?user=s5F1rbEAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=s5F1rbEAAAAJ&citpid=2
960,Amiya Nayak,University of Ottawa,http://www.site.uottawa.ca/~anayak,ttUIYysAAAAJ,9256,"['Computer Networking', 'Mobile Computing']",https://scholar.google.com/citations?user=ttUIYysAAAAJ&hl=en,
961,Amiya R. Nayak,University of Ottawa,http://www.site.uottawa.ca/~anayak,ttUIYysAAAAJ,9256,"['Computer Networking', 'Mobile Computing']",https://scholar.google.com/citations?user=ttUIYysAAAAJ&hl=en,
962,Amjad Hudaib,University of Jordan,http://eacademic.ju.edu.jo/ahudaib,WezwTlcAAAAJ,628,"['Software Engineering', 'Algorithms', 'Pattern Matching Algorithms', 'Image processing', 'Data Mining']",https://scholar.google.com/citations?user=WezwTlcAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=WezwTlcAAAAJ&citpid=2
963,Amjed Tahir,Massey University,http://www.massey.ac.nz/massey/expertise/profile.cfm?stref=481450,bEw-I00AAAAJ,315,"['Empirical Software Engineering', 'Software Maintenance']",https://scholar.google.com/citations?user=bEw-I00AAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=bEw-I00AAAAJ&citpid=3
964,Amlan Ganguly,Rochester Institute of Technology,https://people.rit.edu/axgeec,tuWDm5kAAAAJ,2663,"['multicore', 'network-on-chip', 'wireless interconnect', 'Data center', '5G Networks']",https://scholar.google.com/citations?user=tuWDm5kAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=tuWDm5kAAAAJ&citpid=2
965,Ammar Huneiti,University of Jordan,http://eacademic.ju.edu.jo/a.huneiti,NOSCHOLARPAGE,,,,
966,Ammar Nayfeh,Masdar Institute,https://www.masdar.ac.ae/aboutus/management/faculty-directory/item/6269-ammar-nayfeh,skuHLHgAAAAJ,2060,['Nano Materials and Devices'],https://scholar.google.com/citations?user=skuHLHgAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=skuHLHgAAAAJ&citpid=3
967,Amnir Hadachi,University of Tartu,http://www.ut.ee/en/amnir-hadachi,nJNX__cAAAAJ,114,"['Mobility Modelling', 'Intelligent Transportation Systems', 'Spatio-temporal Data Analytics', 'Location Based Services', '#unitartucs']",https://scholar.google.com/citations?user=nJNX__cAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=nJNX__cAAAAJ&citpid=2
