,name,affiliation,homepage,scholarid,citedby,Research Interests,Google Scholar Link,url_picture
500,Ales Horák,Masaryk University,https://www.muni.cz/en/people/1648,lBJuYA8AAAAJ,1143,"['Natural Language Processing', 'Computational Linguistics', 'Information Retrieval', 'Artificial Intelligence']",https://scholar.google.com/citations?user=lBJuYA8AAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=lBJuYA8AAAAJ&citpid=1
501,Ales Leonardis,University of Birmingham,https://www.birmingham.ac.uk/staff/profiles/computer-science/leonardis-ales.aspx,BEFl4j0AAAAJ,13513,"['Computer vision', 'Cognitive vision']",https://scholar.google.com/citations?user=BEFl4j0AAAAJ&hl=en,
502,Alessandra Cavarra,University of Oxford,http://www.cs.ox.ac.uk/people/alessandra.cavarra,NOSCHOLARPAGE,,,,
503,Alessandra Gorla,IMDEA Software Institute,http://software.imdea.org/~alessandra.gorla,6uUwTrwAAAAJ,4047,"['Software Engineering', 'Software Testing', 'Mobile apps', 'Android']",https://scholar.google.com/citations?user=6uUwTrwAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=6uUwTrwAAAAJ&citpid=2
504,Alessandra Russo,Imperial College London,http://www.imperial.ac.uk/people/a.russo,_6zceo4AAAAJ,4317,"['Artificial Intelligence', 'Inductive Logic Programming', 'Symbolic Machine Learning', 'Distributed Inference', 'Software Engineering']",https://scholar.google.com/citations?user=_6zceo4AAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=_6zceo4AAAAJ&citpid=1
505,Alessandra Scafuro,North Carolina State University,http://www.ascafuro.com,gM1DWK8AAAAJ,913,['Cryptography'],https://scholar.google.com/citations?user=gM1DWK8AAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=gM1DWK8AAAAJ&citpid=1
506,Alessandro Abate,University of Oxford,https://www.cs.ox.ac.uk/people/alessandro.abate,yskbfM4AAAAJ,4390,"['Formal Verification', 'Control Theory', 'Stochastic Hybrid Systems', 'Cyber-Physical Systems', 'Energy']",https://scholar.google.com/citations?user=yskbfM4AAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=yskbfM4AAAAJ&citpid=2
507,Alessandro Acquisti,Carnegie Mellon University,http://www.heinz.cmu.edu/~acquisti,2XCryp4AAAAJ,27922,"['privacy', 'economics', 'behavioral economics', 'social networks', 'social media']",https://scholar.google.com/citations?user=2XCryp4AAAAJ&hl=en,
508,Alessandro Barenghi,Politecnico di Milano,http://home.deib.polimi.it/barenghi,UdTX7n0AAAAJ,2243,"['Applied Cryptography', 'Computer Security', 'Formal Languages']",https://scholar.google.com/citations?user=UdTX7n0AAAAJ&hl=en,
509,Alessandro Biondi,Scuola Superiore Sant'Anna,http://retis.sssup.it/~a.biondi,j8JFI7UAAAAJ,715,"['real-time systems', 'embedded systems']",https://scholar.google.com/citations?user=j8JFI7UAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=j8JFI7UAAAAJ&citpid=4
510,Alessandro Bozzon,TU Delft,http://www.wis.ewi.tudelft.nl/bozzon,402ZM7UAAAAJ,2626,"['Human-Centered AI', 'Crowd Computing', 'Human Computation', 'Crowdsourcing', 'Web Data Management']",https://scholar.google.com/citations?user=402ZM7UAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=402ZM7UAAAAJ&citpid=10
511,Alessandro Bruni,IT University of Copenhagen,https://pure.itu.dk/portal/en/persons/alessandro-bruni(5c50bbc9-ed3d-417f-ba4d-e484eaf536b3).html,lbZ6n5IAAAAJ,20670,"['Formal Verification', 'Model Checking', 'SMT', 'Planning', 'FDIR']",https://scholar.google.com/citations?user=lbZ6n5IAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=lbZ6n5IAAAAJ&citpid=2
512,Alessandro Campi,Politecnico di Milano,http://home.deib.polimi.it/campi,NOSCHOLARPAGE,,,,
513,Alessandro Chiesa,Univ. of California - Berkeley,https://people.eecs.berkeley.edu/~alexch,rW1Bio0AAAAJ,4810,"['Cryptography', 'Complexity Theory', 'Security']",https://scholar.google.com/citations?user=rW1Bio0AAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=rW1Bio0AAAAJ&citpid=2
514,Alessandro E. C. Redondi,Politecnico di Milano,http://home.deib.polimi.it/redondi,8ka5NmUAAAAJ,1343,"['Network Data Analysis', 'Internet of Things', 'Wireless Networks']",https://scholar.google.com/citations?user=8ka5NmUAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=8ka5NmUAAAAJ&citpid=4
515,Alessandro Enrico Cesare Redondi,Politecnico di Milano,http://home.deib.polimi.it/redondi,8ka5NmUAAAAJ,1343,"['Network Data Analysis', 'Internet of Things', 'Wireless Networks']",https://scholar.google.com/citations?user=8ka5NmUAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=8ka5NmUAAAAJ&citpid=4
516,Alessandro Enrico Redondi,Politecnico di Milano,http://home.deib.polimi.it/redondi,8ka5NmUAAAAJ,1343,"['Network Data Analysis', 'Internet of Things', 'Wireless Networks']",https://scholar.google.com/citations?user=8ka5NmUAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=8ka5NmUAAAAJ&citpid=4
517,Alessandro F. Garcia 0001,PUC-RIO,http://www.inf.puc-rio.br/~afgarcia,rP1LYboAAAAJ,9122,['Software Engineering'],https://scholar.google.com/citations?user=rP1LYboAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=rP1LYboAAAAJ&citpid=2
518,Alessandro Fabricio Garcia,PUC-RIO,http://www.inf.puc-rio.br/~afgarcia,rP1LYboAAAAJ,9122,['Software Engineering'],https://scholar.google.com/citations?user=rP1LYboAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=rP1LYboAAAAJ&citpid=2
519,Alessandro Flammini,Indiana University,http://cnets.indiana.edu/aflammin,aOzxhScAAAAJ,17255,"['computational social science', 'network science', 'data science']",https://scholar.google.com/citations?user=aOzxhScAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=aOzxhScAAAAJ&citpid=2
520,Alessandro Garcia,PUC-RIO,http://www.inf.puc-rio.br/~afgarcia,rP1LYboAAAAJ,9122,['Software Engineering'],https://scholar.google.com/citations?user=rP1LYboAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=rP1LYboAAAAJ&citpid=2
521,Alessandro L. Koerich,ETS Montreal,http://etsmtl.ca/Professeurs/akoerich/Home,kaUy9GEAAAAJ,3202,"['Big Data Analytics', 'Machine Learning', 'Computer Vision', 'Music Information Retrieval', 'Affective Computing']",https://scholar.google.com/citations?user=kaUy9GEAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=kaUy9GEAAAAJ&citpid=7
522,Alessandro Lameiras Koerich,ETS Montreal,http://etsmtl.ca/Professeurs/akoerich/Home,kaUy9GEAAAAJ,3202,"['Big Data Analytics', 'Machine Learning', 'Computer Vision', 'Music Information Retrieval', 'Affective Computing']",https://scholar.google.com/citations?user=kaUy9GEAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=kaUy9GEAAAAJ&citpid=7
523,Alessandro Margara,Politecnico di Milano,http://home.deib.polimi.it/margara,evbpVlMAAAAJ,2814,"['Distributed Systems', 'Software Engineering', 'Event Processing', 'Stream Processing']",https://scholar.google.com/citations?user=evbpVlMAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=evbpVlMAAAAJ&citpid=3
524,Alessandro Mei,Sapienza University of Rome,http://wwwusers.di.uniroma1.it/~mei,eCiUVHcAAAAJ,4304,"['distributed and networked systems', 'social networks', 'computer system security.']",https://scholar.google.com/citations?user=eCiUVHcAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=eCiUVHcAAAAJ&citpid=4
525,Alessandro Orso,Georgia Institute of Technology,http://www.cc.gatech.edu/home/orso,wCfYkMkAAAAJ,12365,"['Software Engineering', 'Programming Languages', 'Security']",https://scholar.google.com/citations?user=wCfYkMkAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=wCfYkMkAAAAJ&citpid=3
526,Alessandro Moschitti,University of Trento,http://disi.unitn.it/moschitti/,vYUDlsEAAAAJ,10997,"['Natural Language Processing', 'Machine Learning', 'Information Retrieval', 'Data Mining']",https://scholar.google.com/citations?user=vYUDlsEAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=vYUDlsEAAAAJ&citpid=5
527,Alessandro Panconesi,Sapienza University of Rome,http://www.di.uniroma1.it/a/di.uniroma1.it/panco,kzYoaFYAAAAJ,5877,"['Probabilistic algorithms', 'distributed algorithms', 'social networks algorithms and modeling']",https://scholar.google.com/citations?user=kzYoaFYAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=kzYoaFYAAAAJ&citpid=5
528,Alessandro Pandini,Brunel University London,https://www.brunel.ac.uk/people/alessandro-pandini,6hPiNCgAAAAJ,1516,"['Computational Biology', 'Structural Bioinformatics', 'Computational Chemistry']",https://scholar.google.com/citations?user=6hPiNCgAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=6hPiNCgAAAAJ&citpid=1
529,Alessandro Provetti,Birkbeck University of London,https://www.dcs.bbk.ac.uk/about/people/academic-staff/alessandro,pwOBPBQAAAAJ,1788,"['On-line Social Networks Analysis', 'Computational Social Sciences', 'Artificial Intelligence', 'Specification of Policies', 'Answer Sets']",https://scholar.google.com/citations?user=pwOBPBQAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=pwOBPBQAAAAJ&citpid=9
530,Alessandro Redondi,Politecnico di Milano,http://home.deib.polimi.it/redondi,8ka5NmUAAAAJ,1343,"['Network Data Analysis', 'Internet of Things', 'Wireless Networks']",https://scholar.google.com/citations?user=8ka5NmUAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=8ka5NmUAAAAJ&citpid=4
531,Alessandro Roncone,University of Colorado Boulder,https://alessandro.ronc.one,nV-XGVIAAAAJ,338,"['Robotics', 'Human-Robot Interaction', 'Tactile Sensing', 'Humanoids']",https://scholar.google.com/citations?user=nV-XGVIAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=nV-XGVIAAAAJ&citpid=5
532,Alessandro Salandrino,University of Kansas,http://www.eecs.ku.edu/people/faculty,ZX0I5pcAAAAJ,4799,"['Optics', 'Photonics', 'Plasmonics', 'Metamaterials', 'Electromagnetics']",https://scholar.google.com/citations?user=ZX0I5pcAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=ZX0I5pcAAAAJ&citpid=4
533,Alessandro Veneziani,Emory University,http://www.mathcs.emory.edu/~ale,xjvr4yEAAAAJ,7164,"['Numerical Partial Differential Equations', 'Cardiovascular Mathematics', 'Applied Mathematics']",https://scholar.google.com/citations?user=xjvr4yEAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=xjvr4yEAAAAJ&citpid=5
534,Alessandro Vespignani,Northeastern University,http://www.mobs-lab.org/alessandro-vespignani.html,U3CXAPsAAAAJ,68394,"['Network Science', 'Computational Epidemiology', 'Data Science', 'Statistical Physics', 'Complex Systems']",https://scholar.google.com/citations?user=U3CXAPsAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=U3CXAPsAAAAJ&citpid=5
535,Alessandro Vinciarelli,University of Glasgow,http://www.dcs.gla.ac.uk/vincia,XOnfkHIAAAAJ,7810,['Social Signal Processing'],https://scholar.google.com/citations?user=XOnfkHIAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=XOnfkHIAAAAJ&citpid=4
536,Alessia Saggese,University of Salerno,https://docenti.unisa.it/024950/home,OwHN05YAAAAJ,1544,"['Pattern Recognition', 'Artificial Vision', 'Cognitive Robotics', 'Audio Analysis']",https://scholar.google.com/citations?user=OwHN05YAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=OwHN05YAAAAJ&citpid=2
537,Alessio Gaspar,University of South Florida,http://cereal.forest.usf.edu/alessio,8UtfjnIAAAAJ,865,"['Evolutionary Algorithms', 'Evolutionary Computation', 'Artificial Immune Systems', 'Computing Education Research', 'Computer Science Edu']",https://scholar.google.com/citations?user=8UtfjnIAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=8UtfjnIAAAAJ&citpid=3
538,Alessio Guglielmi,University of Bath,http://alessio.guglielmi.name,1fq1YrMAAAAJ,1195,['Proof Theory'],https://scholar.google.com/citations?user=1fq1YrMAAAAJ&hl=en,
539,Alessio Lomuscio,Imperial College London,http://www.doc.ic.ac.uk/~alessio,xdWZkEEAAAAJ,7720,"['Safe AI', 'Verification of Autonomous Systems', 'Multi-Agent Systems', 'Logic']",https://scholar.google.com/citations?user=xdWZkEEAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=xdWZkEEAAAAJ&citpid=3
540,Alessio Micheli,University of Pisa,http://www.di.unipi.it/~micheli,rnaNixYAAAAJ,3333,"['Artificial Intelligence', 'Machine Learning', 'Recurrent Neural Networks', 'Reservoir Computing', 'Neural Networks for Graphs']",https://scholar.google.com/citations?user=rnaNixYAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=rnaNixYAAAAJ&citpid=13
541,Alessio R. Lomuscio,Imperial College London,http://www.doc.ic.ac.uk/~alessio,xdWZkEEAAAAJ,7720,"['Safe AI', 'Verification of Autonomous Systems', 'Multi-Agent Systems', 'Logic']",https://scholar.google.com/citations?user=xdWZkEEAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=xdWZkEEAAAAJ&citpid=3
542,Alex Aiken,Stanford University,https://theory.stanford.edu/~aiken,3vKjkoQAAAAJ,22511,"['programming languages', 'compilers', 'verification', 'parallelism']",https://scholar.google.com/citations?user=3vKjkoQAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=3vKjkoQAAAAJ&citpid=3
543,Alex Alves Freitas,University of Kent,https://www.cs.kent.ac.uk/people/staff/aaf,NOSCHOLARPAGE,,,,
544,Alex Biryukov,University of Luxembourg,http://wwwen.uni.lu/snt/people/alex_biryukov,tP5rH0wAAAAJ,10466,"['Cryptography', 'Cryptanalysis', 'Privacy', 'Cryptocurrencies', 'Blockchain']",https://scholar.google.com/citations?user=tP5rH0wAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=tP5rH0wAAAAJ&citpid=3
545,Alex Brodsky,Dalhousie University,https://www.dal.ca/faculty/computerscience/faculty-staff/alex-brodksy.html,NOSCHOLARPAGE,,,,
546,Alex C. Snoeren,Univ. of California - San Diego,http://cseweb.ucsd.edu/~snoeren,lBzZU1IAAAAJ,12269,"['Networking', 'Distributed Systems', 'Security', 'wireless networks']",https://scholar.google.com/citations?user=lBzZU1IAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=lBzZU1IAAAAJ&citpid=3
547,Alex David Groce,Northern Arizona University,https://agroce.github.io,ewrrvq8AAAAJ,4757,"['Software Testing', 'Model Checking', 'Automated Debugging and Program Understanding', 'Software Engineering']",https://scholar.google.com/citations?user=ewrrvq8AAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=ewrrvq8AAAAJ&citpid=6
548,Alex Delis,University of Athens,http://cgi.di.uoa.gr/~ad,NOSCHOLARPAGE,,,,
549,Alex Dimakis,University of Texas at Austin,http://users.ece.utexas.edu/~dimakis,JSFmVQEAAAAJ,16543,"['Information Theory', 'Machine Learning', 'Coding Theory']",https://scholar.google.com/citations?user=JSFmVQEAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=JSFmVQEAAAAJ&citpid=4
550,Alex Endert,Georgia Institute of Technology,http://va.gatech.edu/endert,_ZIAy3cAAAAJ,3431,"['human-computer interaction', 'information visualization', 'visual analytics']",https://scholar.google.com/citations?user=_ZIAy3cAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=_ZIAy3cAAAAJ&citpid=5
551,Alex Gerdes,Chalmers/GU,https://www.chalmers.se/en/staff/Pages/alexg.aspx,NOSCHOLARPAGE,,,,
552,Alex Groce,Northern Arizona University,https://agroce.github.io,ewrrvq8AAAAJ,4757,"['Software Testing', 'Model Checking', 'Automated Debugging and Program Understanding', 'Software Engineering']",https://scholar.google.com/citations?user=ewrrvq8AAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=ewrrvq8AAAAJ&citpid=6
553,Alex Huth,University of Texas at Austin,http://www.cs.utexas.edu/~huth,JNXWWkIAAAAJ,3137,"['fMRI', 'computational neuroscience']",https://scholar.google.com/citations?user=JNXWWkIAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=JNXWWkIAAAAJ&citpid=2
554,Alex Jung,Aalto University,https://users.aalto.fi/~junga1,mHjdZdwAAAAJ,704,"['Machine Learning', 'Artificial Intelligence', 'Convex Optimization', 'Reinforcement Learning', 'Probabilistic Graphical Models']",https://scholar.google.com/citations?user=mHjdZdwAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=mHjdZdwAAAAJ&citpid=4
555,Alex Kirlik,Univ. of Illinois at Urbana-Champaign,https://cs.illinois.edu/directory/profile/kirlik,ZS-2t_AAAAAJ,2362,"['Human Factors', 'Human-Computer Interaction', 'Cognitive Science and Engineering.']",https://scholar.google.com/citations?user=ZS-2t_AAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=ZS-2t_AAAAAJ&citpid=2
556,Alex Lascarides,University of Edinburgh,http://homepages.inf.ed.ac.uk/alex,fVRKVf4AAAAJ,8816,"['Computational Linguistics', 'semantics', 'pragmatics']",https://scholar.google.com/citations?user=fVRKVf4AAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=fVRKVf4AAAAJ&citpid=2
557,Alex Liu,Michigan State University,http://www.cse.msu.edu/~alexliu,qRjO51UAAAAJ,23152,"['Network Security', 'Data Privacy', 'Wireless Networks and Mobile Computing']",https://scholar.google.com/citations?user=qRjO51UAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=qRjO51UAAAAJ&citpid=2
558,Alex Lopez-Lorca,University of Melbourne,http://people.eng.unimelb.edu.au/tmiller,NOSCHOLARPAGE,,,,
559,Alex Mihailidis,University of Toronto,http://www.iatsl.org/people/amihailidis.htm,FgKrtn0AAAAJ,8554,"['artificial intelligence', 'pervasive computing', 'older adults', 'assistive technology', 'rehabilitation engineering']",https://scholar.google.com/citations?user=FgKrtn0AAAAJ&hl=en,
560,Alex Nicolau,Univ. of California - Irvine,http://www.ics.uci.edu/~nicolau,NOSCHOLARPAGE,,,,
561,Alex Orailoglu,Univ. of California - San Diego,http://cseweb.ucsd.edu/~alex,RJhla18AAAAJ,4430,"['Computer-Aided Design', 'Test', 'Fault-Tolerance', 'Embedded Processors', 'Computer Architecture']",https://scholar.google.com/citations?user=RJhla18AAAAJ&hl=en,
562,Alex Pang,Univ. of California - Santa Cruz,https://users.soe.ucsc.edu/~pang,wYggXHoAAAAJ,4910,['visualization'],https://scholar.google.com/citations?user=wYggXHoAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Z1g9vJYAAAAJ&citpid=2
563,Alex Potanin,Victoria University of Wellington,http://ecs.victoria.ac.nz/Main/AlexPotanin,NUl2HRkAAAAJ,1287,"['Programming Languages', 'Ownership and Immutability', 'Empirical Software Engineering', 'Software Engineering']",https://scholar.google.com/citations?user=NUl2HRkAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=NUl2HRkAAAAJ&citpid=3
564,Alex Pothen,Purdue University,https://www.cs.purdue.edu/people/faculty/apothen,_Fah5fwAAAAJ,7069,"['Combinatorial Scientific Computing', 'Parallel Computing', 'Graph Algorithms', 'Bioinformatics']",https://scholar.google.com/citations?user=_Fah5fwAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=_Fah5fwAAAAJ&citpid=2
565,Alex Rasin,DePaul University,http://www.cdm.depaul.edu/about/Pages/People/facultyinfo.aspx?fid=1041,FGs9EMwAAAAJ,10329,"['Database Design', 'Query Optimization', 'Database Forensics']",https://scholar.google.com/citations?user=FGs9EMwAAAAJ&hl=en,
566,Alex Rogers,University of Oxford,http://www.zoo.ox.ac.uk/people/view/rogers_ad.htm,Wkde_sgAAAAJ,14023,['Marine ecology'],https://scholar.google.com/citations?user=Wkde_sgAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Wkde_sgAAAAJ&citpid=1
567,Alex S. Taylor,City University of London,https://www.city.ac.uk/people/academics/alex-taylor,ecxxlucAAAAJ,6074,"['HCI', 'Sociology', 'Computer Science', 'UbiComp', 'Science & Technology Studies']",https://scholar.google.com/citations?user=ecxxlucAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=ecxxlucAAAAJ&citpid=5
568,Alex S. Weddell,University of Southampton,https://www.ecs.soton.ac.uk/people/asw1v08,epnvd-AAAAAJ,1535,"['energy harvesting', 'wireless sensor networks', 'condition monitoring']",https://scholar.google.com/citations?user=epnvd-AAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=epnvd-AAAAAJ&citpid=3
569,Alex Samorodnitsky,Hebrew University of Jerusalem,http://www.cs.huji.ac.il/~salex,NOSCHOLARPAGE,,,,
570,Alex Sandro Gomes,UFPE,http://www.cin.ufpe.br/~asg,i9a7THIAAAAJ,2124,['Technology Enhanced Learning'],https://scholar.google.com/citations?user=i9a7THIAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=i9a7THIAAAAJ&citpid=4
571,Alex T. Pang,Univ. of California - Santa Cruz,https://users.soe.ucsc.edu/~pang,wYggXHoAAAAJ,4910,['visualization'],https://scholar.google.com/citations?user=wYggXHoAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Z1g9vJYAAAAJ&citpid=2
572,Alex Thomo,University of Victoria,http://www.cs.uvic.ca/~thomo,szORzAoAAAAJ,1487,"['Databases', 'Data Mining']",https://scholar.google.com/citations?user=szORzAoAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=szORzAoAAAAJ&citpid=2
573,Alex Zelikovsky,Georgia State University,http://cs.gsu.edu/profile/alex-zelikovsky,UzCRNJwAAAAJ,8706,"['algorithms', 'computational genomics', 'bioinformatics', 'vlsi cad', 'molecular epidemiology']",https://scholar.google.com/citations?user=UzCRNJwAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=UzCRNJwAAAAJ&citpid=3
574,Alexander A. Razborov,University of Chicago,https://people.cs.uchicago.edu/~razborov,NOSCHOLARPAGE,,,,
575,Alexander A. Sherstov,Univ. of California - Los Angeles,http://www.cs.ucla.edu/~sherstov,JinbAIQAAAAJ,1773,['Theoretical computer science'],https://scholar.google.com/citations?user=JinbAIQAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=JinbAIQAAAAJ&citpid=2
576,Alexander Afanasyev,Florida International University,https://users.cs.fiu.edu/~afanasyev,goyNhdoAAAAJ,7273,"['Named Data Networking', 'Information-centric networking', 'global routing', 'congestion control', 'network security']",https://scholar.google.com/citations?user=goyNhdoAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=goyNhdoAAAAJ&citpid=5
577,Alexander Aiken,Stanford University,https://theory.stanford.edu/~aiken,3vKjkoQAAAAJ,22511,"['programming languages', 'compilers', 'verification', 'parallelism']",https://scholar.google.com/citations?user=3vKjkoQAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=3vKjkoQAAAAJ&citpid=3
578,Alexander Barg,University of Maryland - College Park,https://www.cs.umd.edu/people/abarg,nvU3IvEAAAAJ,4913,"['Coding Theory', 'Information Theory', 'Algebraic Combinatorics']",https://scholar.google.com/citations?user=nvU3IvEAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=nvU3IvEAAAAJ&citpid=4
579,Alexander Binder,SUTD,https://istd.sutd.edu.sg/people/faculty/alexander-binder,5B8CTlEAAAAJ,5209,"['Explainable Deep Learning', 'Machine Learning']",https://scholar.google.com/citations?user=5B8CTlEAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=5B8CTlEAAAAJ&citpid=2
580,Alexander Borgida,Rutgers University,https://www.cs.rutgers.edu/~borgida,S5AaMfgAAAAJ,13860,"['Artificial Intelligence', 'Software Engineering', 'Databases']",https://scholar.google.com/citations?user=S5AaMfgAAAAJ&hl=en,
581,Alexander Brodsky 0001,George Mason University,https://cs.gmu.edu/~brodsky,NOSCHOLARPAGE,,,,
582,Alexander Brodsky 0003,Dalhousie University,https://www.dal.ca/faculty/computerscience/faculty-staff/alex-brodksy.html,NOSCHOLARPAGE,,,,
583,Alexander C. Russell,University of Connecticut,http://www.engr.uconn.edu/~acr,EsJmgf4AAAAJ,5423,['Theory of Computing'],https://scholar.google.com/citations?user=EsJmgf4AAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=EsJmgf4AAAAJ&citpid=1
584,Alexander Egyed,JKU Linz,https://www.jku.at/en/institute-for-software-systems-engineering/about-us/team/alexander-egyed,tN-tEGIAAAAJ,8141,"['Software Engineering', 'Traceability', 'Software Design', 'Model-Driven Engineering', 'Product Lines']",https://scholar.google.com/citations?user=tN-tEGIAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=tN-tEGIAAAAJ&citpid=8
585,Alexander Endert,Georgia Institute of Technology,http://va.gatech.edu/endert,_ZIAy3cAAAAJ,3431,"['human-computer interaction', 'information visualization', 'visual analytics']",https://scholar.google.com/citations?user=_ZIAy3cAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=_ZIAy3cAAAAJ&citpid=5
586,Alexander Felfernig,Graz University of Technology,http://www.ist.tugraz.at/felfernig,ZD0F-a0AAAAJ,7759,"['Artificial Intelligence', 'Explainable AI', 'Recommender Systems', 'Configuration', 'Requirements Engineering']",https://scholar.google.com/citations?user=ZD0F-a0AAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=ZD0F-a0AAAAJ&citpid=8
587,Alexander Ferworn,Ryerson University,http://www.scs.ryerson.ca/aferworn,NOSCHOLARPAGE,,,,
588,Alexander G. Gray,Georgia Institute of Technology,http://www.cs.cmu.edu/~agray,M3VZmxIAAAAJ,3831,"['Optomechanics', 'Photonic Crystals', 'Quantum Mechanics']",https://scholar.google.com/citations?user=M3VZmxIAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=M3VZmxIAAAAJ&citpid=8
589,Alexander G. Huth,University of Texas at Austin,http://www.cs.utexas.edu/~huth,JNXWWkIAAAAJ,3137,"['fMRI', 'computational neuroscience']",https://scholar.google.com/citations?user=JNXWWkIAAAAJ&hl=en,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=JNXWWkIAAAAJ&citpid=2
